Count,Timestamp,IMU,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,QuatX,QuatY,QuatZ,QuatW
39219,00:03:54,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-18.5,-4.31,-22.88,-0.09,0.12,-0.89,0.43
39219,00:03:54,IMU3,0.0,0.0,0.0,-0.42,-0.92,9.54,-11.5,-29.88,-16.31,0.02,0.05,-0.99,0.15
39220,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.92,9.5,-1.81,-9.94,-31.81,0.05,-0.07,0.93,0.35
39220,00:03:54,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-18.5,-4.31,-22.88,-0.09,0.12,-0.89,0.43
39220,00:03:54,IMU3,0.0,0.0,0.0,-0.42,-0.92,9.54,-12.19,-29.88,-15.19,0.02,0.05,-0.99,0.15
39221,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.92,9.5,-1.81,-9.94,-31.81,0.05,-0.07,0.93,0.35
39221,00:03:54,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-18.5,-4.31,-22.88,-0.09,0.12,-0.89,0.43
39221,00:03:54,IMU3,0.01,0.0,0.0,-0.42,-0.92,9.54,-12.19,-29.88,-15.19,0.02,0.05,-0.99,0.15
39222,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.92,9.5,-1.81,-9.94,-31.81,0.05,-0.07,0.93,0.35
39222,00:03:54,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-18.5,-4.31,-22.88,-0.09,0.12,-0.89,0.43
39222,00:03:54,IMU3,0.01,0.0,0.0,-0.42,-0.92,9.54,-12.19,-29.88,-15.19,0.02,0.05,-0.99,0.15
39223,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.46,-1.81,-9.94,-31.81,0.05,-0.07,0.93,0.35
39223,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.34,-18.5,-4.31,-22.88,-0.09,0.12,-0.89,0.43
39223,00:03:54,IMU3,0.0,0.0,0.0,-0.42,-0.92,9.54,-12.19,-29.88,-15.19,0.02,0.05,-0.99,0.15
39224,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.46,-1.81,-9.94,-31.81,0.05,-0.07,0.93,0.35
39224,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.34,-18.5,-4.31,-22.88,-0.09,0.12,-0.89,0.43
39224,00:03:54,IMU3,0.0,0.0,0.0,-0.42,-0.92,9.54,-12.19,-29.88,-15.19,0.02,0.05,-0.99,0.15
39225,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.46,-1.44,-9.19,-30.62,0.05,-0.07,0.93,0.35
39225,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.34,-17.81,-5.06,-27.56,-0.09,0.12,-0.89,0.43
39225,00:03:54,IMU3,0.0,0.0,0.0,-0.42,-0.92,9.54,-12.19,-29.88,-15.19,0.02,0.05,-0.99,0.15
39123,00:03:53,IMU3,0.0,0.0,0.0,-0.46,-0.92,9.58,-12.19,-30.94,-12.06,0.02,0.05,-0.99,0.15
39124,00:03:53,IMU1,0.0,0.0,0.0,1.46,-0.92,9.5,-2.56,-7.75,-28.62,0.05,-0.07,0.93,0.35
39124,00:03:53,IMU2,0.0,0.0,0.0,0.65,-2.87,9.38,-17.81,-6.12,-24.44,-0.09,0.12,-0.89,0.43
39124,00:03:53,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-12.19,-30.94,-12.06,0.02,0.05,-0.99,0.15
39125,00:03:53,IMU1,0.0,0.0,0.0,1.46,-0.88,9.46,-2.56,-7.75,-28.62,0.05,-0.07,0.93,0.35
39125,00:03:53,IMU2,0.0,0.0,0.0,0.65,-2.91,9.38,-17.81,-6.12,-24.44,-0.09,0.12,-0.89,0.43
39125,00:03:53,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-13.31,-32.0,-16.75,0.02,0.05,-0.99,0.15
39126,00:03:53,IMU1,0.0,0.0,0.0,1.46,-0.88,9.46,-2.56,-6.25,-31.44,0.05,-0.07,0.93,0.35
39126,00:03:53,IMU2,0.0,0.0,0.0,0.65,-2.91,9.38,-17.44,-5.44,-26.38,-0.09,0.12,-0.89,0.43
39126,00:03:53,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-13.31,-32.0,-16.75,0.02,0.05,-0.99,0.15
39127,00:03:53,IMU1,0.0,0.0,0.0,1.46,-0.88,9.46,-2.56,-6.25,-31.44,0.05,-0.07,0.93,0.35
39127,00:03:53,IMU2,-0.01,0.0,0.0,0.65,-2.91,9.38,-17.44,-5.44,-26.38,-0.09,0.12,-0.89,0.43
39127,00:03:53,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-13.31,-32.0,-16.75,0.02,0.05,-0.99,0.15
39128,00:03:53,IMU1,0.0,0.0,0.0,1.46,-0.88,9.46,-2.56,-6.25,-31.44,0.05,-0.07,0.93,0.35
39128,00:03:53,IMU2,-0.01,0.0,0.0,0.65,-2.91,9.38,-17.44,-5.44,-26.38,-0.09,0.12,-0.89,0.43
39128,00:03:53,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-13.31,-32.0,-16.75,0.02,0.05,-0.99,0.15
39129,00:03:53,IMU1,0.0,0.0,0.0,1.46,-0.88,9.46,-2.56,-6.25,-31.44,0.05,-0.07,0.93,0.35
39129,00:03:53,IMU2,-0.01,0.0,0.0,0.65,-2.87,9.34,-17.44,-5.44,-26.38,-0.09,0.12,-0.89,0.43
39129,00:03:53,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.58,-13.31,-32.0,-16.75,0.02,0.05,-0.99,0.15
39130,00:03:53,IMU1,0.0,0.0,0.0,1.46,-0.88,9.46,-2.56,-6.25,-31.44,0.05,-0.07,0.93,0.35
39130,00:03:53,IMU2,0.01,0.0,0.01,0.65,-2.87,9.34,-17.44,-5.44,-26.38,-0.09,0.12,-0.89,0.43
39130,00:03:53,IMU3,0.0,0.0,0.0,-0.46,-0.92,9.58,-13.31,-32.0,-16.75,0.02,0.05,-0.99,0.15
39131,00:03:53,IMU1,0.0,0.0,0.0,1.46,-0.88,9.46,-2.56,-6.25,-31.44,0.05,-0.07,0.93,0.35
39131,00:03:53,IMU2,0.01,0.0,0.01,0.65,-2.87,9.34,-18.5,-5.06,-28.31,-0.09,0.12,-0.89,0.43
39131,00:03:53,IMU3,0.0,0.0,0.0,-0.46,-0.92,9.58,-14.38,-33.44,-14.38,0.02,0.05,-0.99,0.15
39132,00:03:53,IMU1,0.0,0.0,0.0,1.46,-0.88,9.46,-2.56,-6.25,-31.44,0.05,-0.07,0.93,0.35
39132,00:03:53,IMU2,0.01,0.0,0.01,0.65,-2.87,9.34,-18.5,-5.06,-28.31,-0.09,0.12,-0.89,0.43
39132,00:03:53,IMU3,0.0,0.0,0.0,-0.46,-0.92,9.58,-14.38,-33.44,-14.38,0.02,0.05,-0.99,0.15
39133,00:03:53,IMU1,0.0,0.0,0.0,1.42,-0.88,9.5,-2.56,-6.25,-31.44,0.05,-0.07,0.93,0.35
39133,00:03:53,IMU2,0.0,0.0,0.0,0.65,-2.87,9.34,-18.5,-5.06,-28.31,-0.09,0.12,-0.89,0.43
39133,00:03:53,IMU3,0.0,0.0,0.0,-0.46,-0.92,9.58,-14.38,-33.44,-14.38,0.02,0.05,-0.99,0.15
39134,00:03:53,IMU1,0.0,0.0,0.0,1.42,-0.88,9.5,-0.31,-6.62,-33.0,0.05,-0.07,0.93,0.35
39134,00:03:53,IMU2,0.0,0.0,0.0,0.65,-2.87,9.34,-18.5,-5.06,-28.31,-0.09,0.12,-0.89,0.43
39134,00:03:53,IMU3,0.0,0.0,0.0,-0.46,-0.92,9.58,-14.38,-33.44,-14.38,0.02,0.05,-0.99,0.15
39135,00:03:53,IMU1,0.0,0.0,0.0,1.42,-0.88,9.5,-0.31,-6.62,-33.0,0.05,-0.07,0.93,0.35
39135,00:03:53,IMU2,0.0,0.0,-0.01,0.65,-2.87,9.34,-18.5,-5.06,-28.31,-0.09,0.12,-0.89,0.43
39135,00:03:53,IMU3,0.0,0.0,0.0,-0.46,-0.92,9.58,-14.38,-33.44,-14.38,0.02,0.05,-0.99,0.15
39136,00:03:53,IMU1,0.0,0.0,0.0,1.42,-0.88,9.5,-0.31,-6.62,-33.0,0.05,-0.07,0.93,0.35
39136,00:03:53,IMU2,0.0,0.0,-0.01,0.65,-2.87,9.34,-18.5,-5.06,-28.31,-0.09,0.12,-0.89,0.43
39136,00:03:53,IMU3,0.01,0.0,0.0,-0.46,-0.92,9.58,-14.38,-33.44,-14.38,0.02,0.05,-0.99,0.15
39137,00:03:53,IMU1,0.0,0.0,0.0,1.42,-0.88,9.5,-0.31,-6.62,-33.0,0.05,-0.07,0.93,0.35
39137,00:03:53,IMU2,0.0,0.0,-0.01,0.65,-2.87,9.34,-18.5,-5.06,-28.31,-0.09,0.12,-0.89,0.43
39137,00:03:53,IMU3,0.01,0.0,0.0,-0.46,-0.92,9.58,-14.38,-33.44,-14.38,0.02,0.05,-0.99,0.15
39138,00:03:53,IMU1,0.0,0.0,0.0,1.42,-0.88,9.5,-0.31,-6.62,-33.0,0.05,-0.07,0.93,0.35
39138,00:03:53,IMU2,0.0,0.0,-0.01,0.65,-2.87,9.34,-18.5,-5.81,-26.75,-0.09,0.12,-0.89,0.43
39138,00:03:53,IMU3,0.01,0.0,0.0,-0.42,-0.96,9.58,-14.38,-33.44,-14.38,0.02,0.05,-0.99,0.15
39139,00:03:53,IMU1,0.0,0.0,0.0,1.42,-0.88,9.5,-0.31,-6.62,-33.0,0.05,-0.07,0.93,0.35
39139,00:03:53,IMU2,0.0,0.0,0.0,0.65,-2.87,9.34,-18.5,-5.81,-26.75,-0.09,0.12,-0.89,0.43
39139,00:03:53,IMU3,0.01,0.0,0.0,-0.42,-0.96,9.58,-13.31,-31.69,-12.06,0.02,0.05,-0.99,0.15
39140,00:03:53,IMU1,0.0,0.0,0.0,1.42,-0.88,9.5,-0.31,-6.62,-33.0,0.05,-0.07,0.93,0.35
39140,00:03:53,IMU2,0.0,0.0,0.0,0.65,-2.87,9.34,-18.5,-5.81,-26.75,-0.09,0.12,-0.89,0.43
39140,00:03:53,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.58,-13.31,-31.69,-12.06,0.02,0.05,-0.99,0.15
39141,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.54,-0.31,-6.62,-33.0,0.05,-0.07,0.93,0.35
39141,00:03:54,IMU2,0.01,0.0,0.0,0.65,-2.87,9.34,-18.5,-5.81,-26.75,-0.09,0.12,-0.89,0.43
39141,00:03:54,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.58,-13.31,-31.69,-12.06,0.02,0.05,-0.99,0.15
39142,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.54,-1.44,-5.5,-28.62,0.05,-0.07,0.93,0.35
39142,00:03:54,IMU2,0.01,0.0,0.0,0.65,-2.87,9.34,-18.5,-5.81,-26.75,-0.09,0.12,-0.89,0.43
39142,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.92,9.54,-13.31,-31.69,-12.06,0.02,0.05,-0.99,0.15
39143,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.54,-1.44,-5.5,-28.62,0.05,-0.07,0.93,0.35
39143,00:03:54,IMU2,0.01,0.0,0.0,0.61,-2.84,9.34,-18.5,-5.81,-26.75,-0.09,0.12,-0.89,0.43
39143,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.92,9.54,-13.31,-31.69,-12.06,0.02,0.05,-0.99,0.15
39144,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.54,-1.44,-5.5,-28.62,0.05,-0.07,0.93,0.35
39144,00:03:54,IMU2,0.01,0.0,0.0,0.61,-2.84,9.34,-18.19,-6.5,-27.12,-0.09,0.12,-0.89,0.43
39144,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.92,9.54,-13.62,-33.44,-16.31,0.02,0.05,-0.99,0.15
39145,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.54,-1.44,-5.5,-28.62,0.05,-0.07,0.93,0.35
39145,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.84,9.34,-18.19,-6.5,-27.12,-0.09,0.12,-0.89,0.43
39145,00:03:54,IMU3,0.0,0.0,0.0,-0.42,-0.92,9.58,-13.62,-33.44,-16.31,0.02,0.05,-0.99,0.15
39146,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.54,-1.44,-5.5,-28.62,0.05,-0.07,0.93,0.35
39146,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.84,9.34,-18.19,-6.5,-27.12,-0.09,0.12,-0.89,0.43
39146,00:03:54,IMU3,0.0,0.0,0.0,-0.42,-0.92,9.58,-12.94,-29.5,-14.0,0.02,0.05,-0.99,0.15
39147,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.54,-1.44,-5.5,-28.62,0.05,-0.07,0.93,0.35
39147,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.84,9.34,-18.19,-6.5,-27.12,-0.09,0.12,-0.89,0.43
39147,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.88,9.5,-12.94,-29.5,-14.0,0.02,0.05,-0.99,0.15
39148,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.54,-1.44,-5.5,-28.62,0.05,-0.07,0.93,0.35
39148,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.84,9.34,-18.19,-6.5,-27.12,-0.09,0.12,-0.89,0.43
39148,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.88,9.5,-14.75,-35.62,-14.38,0.02,0.05,-0.99,0.15
39149,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.54,-1.44,-5.5,-28.62,0.05,-0.07,0.93,0.35
39149,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.84,9.34,-18.19,-6.5,-27.12,-0.09,0.12,-0.89,0.43
39149,00:03:54,IMU3,0.0,0.0,-0.01,-0.46,-0.88,9.5,-14.75,-35.62,-14.38,0.02,0.05,-0.99,0.15
39150,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.54,-1.44,-5.5,-28.62,0.05,-0.07,0.93,0.35
39150,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.84,9.34,-18.5,-6.12,-28.31,-0.09,0.12,-0.89,0.43
39150,00:03:54,IMU3,0.0,0.0,-0.01,-0.46,-0.88,9.5,-14.75,-35.62,-14.38,0.02,0.05,-0.99,0.15
39151,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.88,9.5,-1.44,-5.5,-28.62,0.05,-0.07,0.93,0.35
39151,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.84,9.34,-18.5,-6.12,-28.31,-0.09,0.12,-0.89,0.43
39151,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.88,9.5,-14.75,-35.62,-14.38,0.02,0.05,-0.99,0.15
39152,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.88,9.5,-1.81,-6.25,-29.06,0.05,-0.07,0.93,0.35
39152,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.84,9.34,-18.5,-6.12,-28.31,-0.09,0.12,-0.89,0.43
39152,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.88,9.5,-14.75,-35.62,-14.38,0.02,0.05,-0.99,0.15
39153,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.88,9.5,-1.81,-6.25,-29.06,0.05,-0.07,0.93,0.35
39153,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.84,9.34,-18.5,-6.12,-28.31,-0.09,0.12,-0.89,0.43
39153,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.88,9.5,-14.75,-35.62,-14.38,0.02,0.05,-0.99,0.15
39154,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.88,9.5,-1.81,-6.25,-29.06,0.05,-0.07,0.93,0.35
39154,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.84,9.34,-18.5,-6.12,-28.31,-0.09,0.12,-0.89,0.43
39154,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.88,9.5,-14.75,-35.62,-14.38,0.02,0.05,-0.99,0.15
39155,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.88,9.5,-1.81,-6.25,-29.06,0.05,-0.07,0.93,0.35
39155,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.84,9.34,-18.5,-6.12,-28.31,-0.09,0.12,-0.89,0.43
39155,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.61,-14.75,-35.62,-14.38,0.02,0.05,-0.99,0.15
39156,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.88,9.5,-1.81,-6.25,-29.06,0.05,-0.07,0.93,0.35
39156,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.84,9.34,-18.5,-6.12,-28.31,-0.09,0.12,-0.89,0.43
39156,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.61,-13.62,-31.69,-11.69,0.02,0.05,-0.99,0.15
39157,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.5,-1.81,-6.25,-29.06,0.05,-0.07,0.93,0.35
39157,00:03:54,IMU2,0.0,0.0,0.0,0.65,-2.84,9.34,-18.5,-6.12,-28.31,-0.09,0.12,-0.89,0.43
39157,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.61,-13.62,-31.69,-11.69,0.02,0.05,-0.99,0.15
39158,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.5,-2.19,-6.62,-32.25,0.05,-0.07,0.93,0.35
39158,00:03:54,IMU2,0.0,0.0,0.0,0.65,-2.84,9.34,-18.19,-5.81,-22.88,-0.09,0.12,-0.89,0.43
39158,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.61,-13.62,-31.69,-11.69,0.02,0.05,-0.99,0.15
39159,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.5,-2.19,-6.62,-32.25,0.05,-0.07,0.93,0.35
39159,00:03:54,IMU2,0.01,-0.01,0.0,0.65,-2.84,9.34,-18.19,-5.81,-22.88,-0.09,0.12,-0.89,0.43
39159,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.61,-13.62,-31.69,-11.69,0.02,0.05,-0.99,0.15
39160,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.5,-2.19,-6.62,-32.25,0.05,-0.07,0.93,0.35
39160,00:03:54,IMU2,0.01,-0.01,0.0,0.65,-2.84,9.34,-18.19,-5.81,-22.88,-0.09,0.12,-0.89,0.43
39160,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.61,-13.62,-31.69,-11.69,0.02,0.05,-0.99,0.15
39161,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.88,9.46,-2.19,-6.62,-32.25,0.05,-0.07,0.93,0.35
39161,00:03:54,IMU2,0.01,-0.01,0.0,0.69,-2.87,9.3,-18.19,-5.81,-22.88,-0.09,0.12,-0.89,0.43
39161,00:03:54,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.61,-13.62,-31.69,-11.69,0.02,0.05,-0.99,0.15
39162,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.88,9.46,-1.44,-9.19,-28.62,0.05,-0.07,0.93,0.35
39162,00:03:54,IMU2,0.0,0.0,0.0,0.69,-2.87,9.3,-18.19,-5.81,-22.88,-0.09,0.12,-0.89,0.43
39162,00:03:54,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.61,-13.31,-32.75,-12.06,0.02,0.05,-0.99,0.15
39163,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.88,9.46,-1.44,-9.19,-28.62,0.05,-0.07,0.93,0.35
39163,00:03:54,IMU2,0.0,0.0,0.0,0.69,-2.87,9.3,-17.81,-5.06,-23.62,-0.09,0.12,-0.89,0.43
39163,00:03:54,IMU3,-0.01,0.01,0.0,-0.42,-0.96,9.61,-13.31,-32.75,-12.06,0.02,0.05,-0.99,0.15
39164,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.88,9.46,-1.44,-9.19,-28.62,0.05,-0.07,0.93,0.35
39164,00:03:54,IMU2,0.0,0.0,0.0,0.69,-2.87,9.3,-17.81,-5.06,-23.62,-0.09,0.12,-0.89,0.43
39164,00:03:54,IMU3,-0.01,0.01,0.0,-0.42,-0.96,9.61,-13.31,-32.75,-12.06,0.02,0.05,-0.99,0.15
39165,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.88,9.46,-1.44,-9.19,-28.62,0.05,-0.07,0.93,0.35
39165,00:03:54,IMU2,0.0,0.0,0.0,0.69,-2.87,9.3,-17.81,-5.06,-23.62,-0.09,0.12,-0.89,0.43
39165,00:03:54,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.61,-13.31,-32.75,-12.06,0.02,0.05,-0.99,0.15
39166,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.88,9.46,-1.44,-9.19,-28.62,0.05,-0.07,0.93,0.35
39166,00:03:54,IMU2,0.0,0.0,0.0,0.69,-2.87,9.3,-17.81,-5.06,-23.62,-0.09,0.12,-0.89,0.43
39166,00:03:54,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.61,-13.31,-32.75,-12.06,0.02,0.05,-0.99,0.15
39167,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.46,-1.44,-9.19,-28.62,0.05,-0.07,0.93,0.35
39167,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.34,-17.81,-5.06,-23.62,-0.09,0.12,-0.89,0.43
39167,00:03:54,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.61,-13.31,-32.75,-12.06,0.02,0.05,-0.99,0.15
39168,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.46,-2.19,-7.0,-27.81,0.05,-0.07,0.93,0.35
39168,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.34,-17.81,-4.31,-22.88,-0.09,0.12,-0.89,0.43
39168,00:03:54,IMU3,0.0,0.0,0.0,-0.42,-0.96,9.61,-13.31,-32.75,-12.06,0.02,0.05,-0.99,0.15
39169,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.46,-2.19,-7.0,-27.81,0.05,-0.07,0.93,0.35
39169,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.34,-17.81,-4.31,-22.88,-0.09,0.12,-0.89,0.43
39169,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.65,-13.31,-32.75,-12.06,0.02,0.05,-0.99,0.15
39170,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.46,-2.19,-7.0,-27.81,0.05,-0.07,0.93,0.35
39170,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.34,-17.81,-4.31,-22.88,-0.09,0.12,-0.89,0.43
39170,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.65,-13.31,-32.75,-12.06,0.02,0.05,-0.99,0.15
39171,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.46,-2.19,-7.0,-27.81,0.05,-0.07,0.93,0.35
39171,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.34,-17.81,-4.31,-22.88,-0.09,0.12,-0.89,0.43
39171,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.65,-11.88,-30.56,-15.56,0.02,0.05,-0.99,0.15
39172,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.46,-2.19,-7.0,-27.81,0.05,-0.07,0.93,0.35
39172,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.34,-17.81,-4.31,-22.88,-0.09,0.12,-0.89,0.43
39172,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.65,-11.88,-30.56,-15.56,0.02,0.05,-0.99,0.15
39173,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.92,9.58,-2.19,-7.0,-27.81,0.05,-0.07,0.93,0.35
39173,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.34,-17.81,-4.31,-22.88,-0.09,0.12,-0.89,0.43
39173,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.65,-11.88,-30.56,-15.56,0.02,0.05,-0.99,0.15
39174,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.92,9.58,-1.06,-2.94,-31.0,0.05,-0.07,0.93,0.35
39174,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.34,-17.81,-4.31,-22.88,-0.09,0.12,-0.89,0.43
39174,00:03:54,IMU3,0.0,0.0,0.0,-0.46,-0.96,9.65,-11.88,-30.56,-15.56,0.02,0.05,-0.99,0.15
39175,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.92,9.58,-1.06,-2.94,-31.0,0.05,-0.07,0.93,0.35
39175,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.43,-17.81,-4.31,-22.88,-0.09,0.12,-0.89,0.43
39175,00:03:54,IMU3,-0.01,0.0,0.0,-0.46,-0.96,9.65,-11.88,-30.56,-15.56,0.02,0.05,-0.99,0.15
39176,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.92,9.58,-1.06,-2.94,-31.0,0.05,-0.07,0.93,0.35
39176,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.43,-18.19,-4.31,-24.81,-0.09,0.12,-0.89,0.43
39176,00:03:54,IMU3,-0.01,0.0,0.0,-0.46,-0.96,9.65,-11.88,-30.56,-15.56,0.02,0.05,-0.99,0.15
39177,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.92,9.58,-1.06,-2.94,-31.0,0.05,-0.07,0.93,0.35
39177,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.43,-18.19,-4.31,-24.81,-0.09,0.12,-0.89,0.43
39177,00:03:54,IMU3,-0.01,0.0,0.0,-0.42,-0.92,9.54,-11.88,-30.56,-15.56,0.02,0.05,-0.99,0.15
39178,00:03:54,IMU1,0.0,0.0,0.0,1.49,-0.92,9.58,-1.06,-2.94,-31.0,0.05,-0.07,0.93,0.35
39178,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.43,-18.19,-4.31,-24.81,-0.09,0.12,-0.89,0.43
39178,00:03:54,IMU3,-0.01,0.0,0.0,-0.42,-0.92,9.54,-12.94,-33.12,-16.31,0.02,0.05,-0.99,0.15
39179,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.5,-1.06,-2.94,-31.0,0.05,-0.07,0.93,0.35
39179,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.43,-18.19,-4.31,-24.81,-0.09,0.12,-0.89,0.43
39179,00:03:54,IMU3,0.0,0.0,0.0,-0.42,-0.92,9.54,-12.94,-33.12,-16.31,0.02,0.05,-0.99,0.15
39180,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.5,-1.81,-8.5,-29.06,0.05,-0.07,0.93,0.35
39180,00:03:54,IMU2,0.0,0.0,0.0,0.61,-2.87,9.43,-18.19,-4.31,-24.81,-0.09,0.12,-0.89,0.43
39180,00:03:54,IMU3,0.0,0.0,0.0,-0.42,-0.92,9.54,-12.94,-33.12,-16.31,0.02,0.05,-0.99,0.15
39181,00:03:54,IMU1,0.0,0.0,0.0,1.42,-0.88,9.5,-1.81,-8.5,-29.06,0.05,-0.07,0.93,0.35
